Document Index (generated),Number of Records,Question Id,Topic Id
52270,1,5063593,hemorrhoid-questions
52271,1,5063593,hydrocortisone-questions
52272,1,5063594,finger-questions
52273,1,5063594,tendon-questions
52274,1,5063596,seizure-questions
52275,1,5063597,nipple-questions
52276,1,5063597,pain-questions
52277,1,5063599,birth-control-pill-questions
52278,1,5063600,miscarriage-questions
52279,1,5063600,period-questions
52280,1,5063600,spotting-questions
52281,1,5063604,coconut-oil-questions
52282,1,5063604,hair-questions
52283,1,5063608,shingles-questions
52284,1,5063610,arm-questions
52285,1,5063610,bruise-questions
52286,1,5063610,chest-questions
52287,1,5063610,fever-questions
52288,1,5063610,headache-questions
52289,1,5063612,coffee-questions
52290,1,5063612,drinking-questions
52291,1,5063618,exercise-questions
52292,1,5063618,leg-questions
52293,1,5063618,vagina-questions
52294,1,5063621,medicaid
52295,1,5063625,hepatitis-questions
52296,1,5063625,pain-questions
52297,1,5063625,vomit-questions
52298,1,5063628,acne-questions
52299,1,5063628,ankle-questions
52300,1,5063628,healing-questions
52301,1,5063628,rash-questions
52302,1,5063628,wound-questions
52303,1,5063631,anxiety-questions
52304,1,5063631,constipation-questions
52305,1,5063631,healing-questions
52306,1,5063631,rectum-questions
52307,1,5063631,resection-questions
52308,1,5063634,health-insurance
52309,1,5063641,drug-test-questions
52310,1,5063648,nervousness-questions
52311,1,5063649,nervousness-questions
52312,1,5063652,masturbation-questions
52313,1,5063652,penis-questions
52314,1,5063654,sweating-questions
52315,1,5063654,vaginal-discharge-questions
52316,1,5063656,smoking-questions
52317,1,5063659,breast-biopsy-questions
52318,1,5063659,migraine-questions
52319,1,5063660,pregnancy-questions
52320,1,5063660,type-2-diabetes-questions
52321,1,5063663,irregularity-questions
52322,1,5063663,period-questions
52323,1,5063667,penis-questions
52324,1,5063667,sexual-intercourse-questions
52325,1,5063667,skin-questions
52326,1,5063667,sting-questions
52327,1,5063667,wound-questions
52328,1,5063669,graft-questions
52329,1,5063669,nose-questions
52330,1,5063669,skin-questions
52331,1,5063687,penis-questions
52332,1,5063687,surgery-questions
52333,1,5063687,virus-questions
52334,1,5063689,pregnancy-questions
52335,1,5063694,confusion-questions
52336,1,5063694,ovulation-questions
52337,1,5063694,period-questions
52338,1,5063694,pregnancy-questions
52339,1,5063694,pregnancy-test-questions
52340,1,5063696,birth-control-pill-questions
52341,1,5063697,intestine-questions
52342,1,5063697,wine-questions
52343,1,5063704,big-toe-questions
52344,1,5063704,bone-spurs-questions
52345,1,5063704,foot-questions
52346,1,5063710,erection-questions
52347,1,5063710,libido-questions
52348,1,5063710,testosterone-questions
52349,1,5063710,vision-questions
52350,1,5063716,breastfeed-questions
52351,1,5063716,hormone-questions
52352,1,5063716,menstrual-questions
52353,1,5063716,salpingectomy-questions
52354,1,5063716,vagina-questions
52355,1,5063718,anxiety-questions
52356,1,5063718,depression-questions
52357,1,5063720,electric-shock-questions
52358,1,5063720,finger-questions
52359,1,5063720,pain-questions
52360,1,5063720,waist-questions
52361,1,5063720,walking-questions
52362,1,5063725,hypoventilation-questions
52363,1,5063726,insulin-questions
52364,1,5063727,yeast-infection-questions
52365,1,5063728,healing-questions
52366,1,5063728,leg-questions
52367,1,5063728,pain-questions
52368,1,5063728,sweating-questions
52369,1,5063728,vagina-questions
52370,1,5063738,food-questions
52371,1,5063738,pain-questions
52372,1,5063744,hair-questions
52373,1,5063744,hydrocodone-questions
52374,1,5063752,asthma-questions
52375,1,5063752,heart-questions
52376,1,5063756,ankle-questions
52377,1,5063756,back-pain-questions
52378,1,5063756,foot-questions
52379,1,5063756,period-questions
52380,1,5063756,swelling-questions
52381,1,5063757,birth-control-questions
52382,1,5063757,period-questions
52383,1,5063757,pregnancy-test-questions
52384,1,5063757,spotting-questions
52385,1,5063760,drinking-questions
52386,1,5063760,pregnancy-questions
52387,1,5063760,sleepiness-questions
52388,1,5063760,tea-questions
52389,1,5063761,ears-questions
52390,1,5063761,pressure-questions
52391,1,5063761,sinus-infection-questions
52392,1,5063761,swallow-questions
52393,1,5063772,chest-questions
52394,1,5063772,sperm-questions
52395,1,5063775,syphilis-questions
52396,1,5063776,myasthenia-gravis-questions
52397,1,5063784,circumcision-questions
52398,1,5063784,foreskin-questions
52399,1,5063784,pain-questions
52400,1,5063784,tightness-questions
52401,1,5063787,chigger-questions
52402,1,5063797,dog-questions
52403,1,5063798,herpes-questions
52404,1,5063799,eyes-questions
52405,1,5063799,vision-questions
52406,1,5063815,corpulence-questions
52407,1,5063815,exercise-questions
52408,1,5063815,period-questions
52409,1,5063815,pregnancy-questions
52410,1,5063815,stress-questions
52411,1,5063816,foot-questions
52412,1,5063816,leg-questions
52413,1,5063816,neuropathy-questions
52414,1,5063818,orchiectomy-questions
52415,1,5063818,testicular-cancer-questions
52416,1,5063820,cats-questions
52417,1,5063820,hand-questions
52418,1,5063820,puncture-wound-questions
52419,1,5063820,vein-questions
52420,1,5063827,condom-questions
52421,1,5063827,estrogen-questions
52422,1,5063827,pregnancy-questions
52423,1,5063828,anxiety-questions
52424,1,5063828,fear-questions
52425,1,5063828,nausea-questions
52426,1,5063828,seizure-questions
52427,1,5063828,vomit-questions
52428,1,5063831,birth-control-pill-questions
52429,1,5063835,congestive-heart-failure-questions
52430,1,5063835,grief-questions
52431,1,5063835,heart-questions
52432,1,5063843,penis-questions
52433,1,5063845,penis-questions
52434,1,5063846,period-questions
52435,1,5063846,pregnancy-test-questions
52436,1,5063858,finger-questions
52437,1,5063858,penis-questions
52438,1,5063859,arm-questions
52439,1,5063859,hair-questions
52440,1,5063859,leg-questions
52441,1,5063859,pore-questions
52442,1,5063861,fingernail-questions
52443,1,5063861,heart-questions
52444,1,5063862,corn-oil-questions
52445,1,5063862,food-questions
52446,1,5063862,oil-questions
52447,1,5063862,olive-questions
52448,1,5063862,syrup-questions
52449,1,5063875,period-questions
52450,1,5063875,pregnancy-questions
52451,1,5063879,cats-questions
52452,1,5063879,eyes-questions
52453,1,5063881,confusion-questions
52454,1,5063881,oxygen-questions
52455,1,5063883,birth-control-questions
52456,1,5063883,hunger-questions
52457,1,5063883,nausea-questions
52458,1,5063883,pain-questions
52459,1,5063883,stomach-questions
52460,1,5063884,birth-control-questions
52461,1,5063884,hunger-questions
52462,1,5063884,nausea-questions
52463,1,5063884,pain-questions
52464,1,5063884,stomach-questions
52465,1,5063885,birth-control-questions
52466,1,5063885,forgetfulness-questions
52467,1,5063885,period-questions
52468,1,5063885,tampon-questions
52469,1,5063888,chest-questions
52470,1,5063888,condom-questions
52471,1,5063888,exposure-questions
52472,1,5063888,mouth-questions
52473,1,5063888,throat-questions
52474,1,5063889,itch-questions
52475,1,5063889,pain-questions
52476,1,5063889,penis-questions
52477,1,5063889,razor-burn-questions
52478,1,5063889,shaving-questions
52479,1,5063892,rectum-questions
52480,1,5063896,penis-questions
52481,1,5063897,carpal-tunnel-syndrome-questions
52482,1,5063897,herpes-questions
52483,1,5063897,surgery-questions
52484,1,5063897,virus-questions
52485,1,5063897,wrist-questions
52486,1,5063898,condom-questions
52487,1,5063898,pregnancy-questions
52488,1,5063898,vision-questions
52489,1,5063899,condom-questions
52490,1,5063899,pregnancy-questions
52491,1,5063902,pain-questions
52492,1,5063902,surgery-questions
52493,1,5063908,chronic-pain-questions
52494,1,5063908,hysterectomy-questions
52495,1,5063908,period-questions
52496,1,5063909,period-questions
52497,1,5063914,gout-questions
52498,1,5063914,seafood-questions
52499,1,5063917,bruise-questions
52500,1,5063917,flu-questions
52501,1,5063917,head-questions
52502,1,5063917,pain-questions
52503,1,5063917,vision-questions
52504,1,5063926,anus-questions
52505,1,5063926,pain-questions
52506,1,5063926,period-questions
52507,1,5063926,vagina-questions
52508,1,5063926,walking-questions
52509,1,5063927,cancer-questions
52510,1,5063929,lithium-questions
52511,1,5063929,liver-questions
52512,1,5063930,period-questions
52513,1,5063931,blood-sugar-questions
52514,1,5063931,gestational-diabetes-questions
52515,1,5063943,ears-questions
52516,1,5063944,ejaculation-questions
52517,1,5063944,hand-questions
52518,1,5063944,pregnancy-questions
52519,1,5063944,urinary-tract-questions
52520,1,5063948,clitoris-questions
52521,1,5063948,head-questions
52522,1,5063948,lump-questions
52523,1,5063948,sexually-transmitted-disease-questions
52524,1,5063948,skin-questions
52525,1,5063949,cancer-questions
52526,1,5063950,type-1-diabetes-questions
52527,1,5063950,type-2-diabetes-questions
52528,1,5063952,schizophrenia-questions
52529,1,5063957,multiple-sclerosis-questions
52530,1,5063958,multiple-sclerosis-questions
52531,1,5063961,kidney-failure-questions
52532,1,5063961,lung-questions
52533,1,5063965,anxiety-questions
52534,1,5063965,depression-questions
52535,1,5063965,fatigue-questions
52536,1,5063965,head-questions
52537,1,5063965,heart-questions
52538,1,5063971,baby-questions
52539,1,5063971,ejaculation-questions
52540,1,5063971,period-questions
52541,1,5063971,pregnancy-questions
52542,1,5063971,sexual-intercourse-questions
52543,1,5063975,birth-control-pill-questions
52544,1,5063975,birth-control-questions
52545,1,5063975,hunger-questions
52546,1,5063975,pain-questions
52547,1,5063975,stomach-questions
52548,1,5063984,pregnancy-questions
52549,1,5063984,vaginal-discharge-questions
52550,1,5063986,drinking-questions
52551,1,5063986,pain-questions
52552,1,5063986,stomach-questions
52553,1,5063986,urination-questions
52554,1,5063986,walking-questions
52555,1,5063992,belch-questions
52556,1,5063992,bloating-questions
52557,1,5063992,pain-questions
52558,1,5063992,sexual-intercourse-questions
52559,1,5063992,stomach-questions
52560,1,5063996,birth-control-questions
52561,1,5063996,ejaculation-questions
52562,1,5063996,pregnancy-questions
52563,1,5063996,vagina-questions
52564,1,5063996,vasectomy-questions
52565,1,5064000,urination-questions
52566,1,5064005,massage-questions
52567,1,5064005,pain-questions
52568,1,5064005,stress-questions
52569,1,5064006,aspirin-questions
52570,1,5064006,dog-questions
52571,1,5064006,food-questions
52572,1,5064006,muscle-questions
52573,1,5064008,period-questions
52574,1,5064008,pregnancy-test-questions
52575,1,5064012,anus-questions
52576,1,5064012,pain-questions
52577,1,5064012,swelling-questions
52578,1,5064020,bronchitis-questions
52579,1,5064020,pneumonia-questions
52580,1,5064020,walking-questions
52581,1,5064021,ankle-questions
52582,1,5064021,knee-questions
52583,1,5064021,psoriasis-questions
52584,1,5064021,swelling-questions
52585,1,5064021,wrist-questions
52586,1,5064023,crying-questions
52587,1,5064024,flu-questions
52588,1,5064024,spotting-questions
52589,1,5064025,aspirin-questions
52590,1,5064025,deviated-septum-questions
52591,1,5064025,drinking-questions
52592,1,5064025,nose-questions
52593,1,5064025,surgery-questions
52594,1,5064027,ears-questions
52595,1,5064036,b12-questions
52596,1,5064036,vitamin-questions
52597,1,5064044,cramps-questions
52598,1,5064044,ectopic-pregnancy-questions
52599,1,5064044,menstrual-questions
52600,1,5064044,perimenopause-questions
52601,1,5064044,pregnancy-questions
52602,1,5064048,irregularity-questions
52603,1,5064048,period-questions
52604,1,5064048,pregnancy-test-questions
52605,1,5064051,period-questions
52606,1,5064051,pregnancy-questions
52607,1,5064051,pregnancy-test-questions
52608,1,5064051,sexual-intercourse-questions
52609,1,5064051,spotting-questions
52610,1,5064057,crying-questions
52611,1,5064057,sadness-questions
52612,1,5064057,vision-questions
52613,1,5064063,cancer-questions
52614,1,5064063,radiation-sickness-questions
52615,1,5064066,infant-questions
52616,1,5064066,long-term-effect-questions
52617,1,5064066,period-questions
52618,1,5064066,tooth-questions
52619,1,5064076,condom-questions
52620,1,5064077,cortisone-questions
52621,1,5064077,ovulation-questions
52622,1,5064077,pregnancy-questions
52623,1,5064079,appendix-questions
52624,1,5064079,cat-scan-questions
52625,1,5064079,pain-questions
52626,1,5064079,ultrasound-questions
52627,1,5064079,vision-questions
52628,1,5064084,cancer-questions
52629,1,5064087,bloating-questions
52630,1,5064088,stomach-questions
52631,1,5064088,weight-gain-questions
52632,1,5064088,weight-questions
52633,1,5064089,nasal-spray-questions
52634,1,5064090,lymphoma-questions
52635,1,5064093,ovary-questions
52636,1,5064093,pain-questions
52637,1,5064093,vision-questions
52638,1,5064100,baby-questions
52639,1,5064100,cortisone-questions
52640,1,5064100,pregnancy-questions
52641,1,5064113,pain-questions
52642,1,5064113,salivary-gland-questions
52643,1,5064126,ejaculation-questions
52644,1,5064126,sexual-intercourse-questions
52645,1,5064128,sperm-questions
52646,1,5064135,boil-questions
52647,1,5064135,penis-questions
52648,1,5064142,lump-questions
52649,1,5064142,movement-questions
52650,1,5064142,pea-questions
52651,1,5064142,penis-questions
52652,1,5064142,vision-questions
52653,1,5064146,drinking-questions
52654,1,5064150,cats-questions
52655,1,5064150,hair-questions
52656,1,5064155,bruise-questions
52657,1,5064155,finger-questions
52658,1,5064155,nail-questions
52659,1,5064161,blood-clot-questions
52660,1,5064161,chest-questions
52661,1,5064161,heart-questions
52662,1,5064161,pain-questions
52663,1,5064161,vision-questions
52664,1,5064163,bowel-movement-questions
52665,1,5064163,walking-questions
52666,1,5064165,numbness-questions
52667,1,5064165,tremor-questions
52668,1,5064165,vision-questions
52669,1,5064166,boil-questions
52670,1,5064166,trichomoniasis-questions
52671,1,5064173,yeast-infection-questions
52672,1,5064185,food-questions
52673,1,5064186,hair-questions
52674,1,5064189,anxiety-questions
52675,1,5064189,cancer-questions
52676,1,5064189,hernia-questions
52677,1,5064189,testicle-questions
52678,1,5064195,period-questions
52679,1,5064196,anal-fissure-questions
52680,1,5064196,blood-clot-questions
52681,1,5064196,healing-questions
52682,1,5064198,antibiotic-questions
52683,1,5064198,colonoscopy-questions
52684,1,5064198,smell-questions
52685,1,5064198,steroid-questions
52686,1,5064199,breast-questions
52687,1,5064199,period-questions
52688,1,5064199,tenderness-questions
52689,1,5064200,breast-questions
52690,1,5064203,dizziness-questions
52691,1,5064203,nausea-questions
52692,1,5064203,walking-questions
52693,1,5064208,vagina-questions
52694,1,5064216,bloating-questions
52695,1,5064216,ovulation-questions
52696,1,5064216,period-questions
52697,1,5064216,spotting-questions
52698,1,5064218,antibiotic-questions
52699,1,5064218,healing-questions
52700,1,5064218,toe-questions
52701,1,5064221,calcium-questions
52702,1,5064222,oil-questions
52703,1,5064222,penis-questions
52704,1,5064223,mammogram-questions
52705,1,5064223,vision-questions
52706,1,5064224,antibiotic-questions
52707,1,5064224,pain-questions
52708,1,5064224,pharyngitis-questions
52709,1,5064224,throat-questions
52710,1,5064224,tonsil-questions
52711,1,5064225,eyes-questions
52712,1,5064225,vision-questions
52713,1,5064226,bladder-questions
52714,1,5064226,bladder-spasm-questions
52715,1,5064226,muscle-questions
52716,1,5064226,walking-questions
52717,1,5064228,leg-questions
52718,1,5064228,migraine-questions
52719,1,5064228,nerve-questions
52720,1,5064228,vision-questions
52721,1,5064233,sweating-questions
52722,1,5064233,vitamin-questions
52723,1,5064235,erectile-dysfunction-questions
52724,1,5064235,erection-questions
52725,1,5064235,masturbation-questions
52726,1,5064235,penis-questions
52727,1,5064235,testicle-questions
52728,1,5064250,cocaine-questions
52729,1,5064259,period-questions
52730,1,5064263,aids-questions
52731,1,5064263,glaucoma-questions
52732,1,5064265,birth-control-pill-questions
52733,1,5064265,birth-control-questions
52734,1,5064265,period-questions
52735,1,5064280,pelvic-exam-questions
52736,1,5064287,baby-questions
52737,1,5064287,birth-questions
52738,1,5064289,baby-questions
52739,1,5064291,mint-questions
52740,1,5064291,mouth-questions
52741,1,5064291,vomit-questions
52742,1,5064295,epididymitis-questions
52743,1,5064295,erectile-dysfunction-questions
52744,1,5064299,period-questions
52745,1,5064299,spotting-questions
52746,1,5064329,pulse-questions
52747,1,5064329,sore-throat-questions
52748,1,5064332,fertility-questions
52749,1,5064332,pregnancy-questions
52750,1,5064333,fertility-questions
52751,1,5064333,pregnancy-questions
52752,1,5064334,anxiety-questions
52753,1,5064334,surgery-questions
52754,1,5064335,pregnancy-questions
52755,1,5064337,ejaculation-questions
52756,1,5064337,erection-questions
52757,1,5064337,weight-questions
52758,1,5064338,abdominal-obesity-questions
52759,1,5064339,food-questions
52760,1,5064339,period-questions
52761,1,5064339,pregnancy-questions
52762,1,5064345,heart-questions
52763,1,5064345,pain-questions
52764,1,5064345,walking-questions
52765,1,5064348,blood-pressure-questions
52766,1,5064349,wisdom-tooth-questions
52767,1,5064350,herniated-disk-questions
52768,1,5064352,birth-control-questions
52769,1,5064352,pregnancy-questions
52770,1,5064353,cats-questions
52771,1,5064353,cough-questions
52772,1,5064353,mite-questions
52773,1,5064354,brain-questions
52774,1,5064354,marijuana-questions
52775,1,5064354,smoking-questions
52776,1,5064355,breast-questions
52777,1,5064355,mole-questions
52778,1,5064362,cough-questions
52779,1,5064362,movement-questions
52780,1,5064362,pain-questions
52781,1,5064362,shoulder-blade-questions
52782,1,5064362,shoulder-questions
52783,1,5064367,hand-questions
52784,1,5064367,period-questions
52785,1,5064367,pregnancy-questions
52786,1,5064368,drinking-questions
52787,1,5064374,pregnancy-questions
52788,1,5064392,perimenopause-questions
52789,1,5064395,popcorn-questions
52790,1,5064396,cough-questions
52791,1,5064396,family-questions
52792,1,5064396,pain-questions
52793,1,5064396,sore-throat-questions
52794,1,5064396,throat-questions
52795,1,5064398,feeding-questions
52796,1,5064399,baby-questions
52797,1,5064399,morning-sickness-questions
52798,1,5064399,pregnancy-questions
52799,1,5064401,ejaculation-questions
52800,1,5064401,genitalia-questions
52801,1,5064401,period-questions
52802,1,5064401,sexual-intercourse-questions
52803,1,5064401,spotting-questions
52804,1,5064402,hand-questions
52805,1,5064402,period-questions
52806,1,5064402,pregnancy-questions
52807,1,5064405,finger-questions
52808,1,5064405,wart-questions
52809,1,5064406,insulin-questions
52810,1,5064408,coldness-questions
52811,1,5064408,cough-questions
52812,1,5064408,ears-questions
52813,1,5064408,stuffy-nose-questions
52814,1,5064409,vaginal-yeast-infection-questions
52815,1,5064413,blood-clot-questions
52816,1,5064413,stomach-questions
52817,1,5064414,birth-control-questions
52818,1,5064414,movement-questions
52819,1,5064415,drinking-questions
52820,1,5064415,food-questions
52821,1,5064416,hand-foot-and-mouth-disease-questions
52822,1,5064424,artery-questions
52823,1,5064424,heart-questions
52824,1,5064424,inflammation-questions
52825,1,5064433,sperm-questions
52826,1,5064434,chest-questions
52827,1,5064434,itch-questions
52828,1,5064434,movement-questions
52829,1,5064434,sting-questions
52830,1,5064434,stomach-questions
52831,1,5064439,estrogen-questions
52832,1,5064439,skin-questions
52833,1,5064439,vagina-questions
52834,1,5064439,vision-questions
52835,1,5064441,ears-questions
52836,1,5064445,pneumonia-questions
52837,1,5064456,lung-cancer-questions
52838,1,5064456,pain-questions
52839,1,5064456,period-questions
52840,1,5064464,ejaculation-questions
52841,1,5064464,penis-questions
52842,1,5064464,sting-questions
52843,1,5064469,nerve-questions
52844,1,5064469,pain-questions
52845,1,5064469,thigh-questions
52846,1,5064469,weight-questions
52847,1,5064471,dizziness-questions
52848,1,5064471,drinking-questions
52849,1,5064471,drug-questions
52850,1,5064471,head-questions
52851,1,5064471,swelling-questions
52852,1,5064474,bacterium-questions
52853,1,5064474,condom-questions
52854,1,5064474,confusion-questions
52855,1,5064474,ovulation-questions
52856,1,5064474,period-questions
52857,1,5064477,pregnancy-test-questions
52858,1,5064478,uterus-questions
52859,1,5064478,vagina-questions
52860,1,5064479,amoxicillin-questions
52861,1,5064479,burn-questions
52862,1,5064479,inflammation-questions
52863,1,5064479,steroid-questions
52864,1,5064479,tonsillitis-questions
52865,1,5064480,pregnancy-questions
52866,1,5064480,weight-questions
52867,1,5064481,ovulation-questions
52868,1,5064481,period-questions
52869,1,5064481,pregnancy-questions
52870,1,5064484,hair-questions
52871,1,5064484,head-questions
52872,1,5064484,scar-questions
52873,1,5064484,skull-questions
52874,1,5064484,surgery-questions
52875,1,5064485,hand-questions
52876,1,5064485,pregnancy-questions
52877,1,5064485,sperm-questions
52878,1,5064485,tampon-questions
52879,1,5064487,flu-questions
52880,1,5064487,pink-eye-questions
52881,1,5064489,headache-questions
52882,1,5064489,mouth-questions
52883,1,5064489,tongue-questions
52884,1,5064491,cataract-surgery-questions
52885,1,5064491,lens-questions
52886,1,5064492,bone-spurs-questions
52887,1,5064492,surgery-questions
52888,1,5064493,lice-questions
52889,1,5064493,stress-questions
52890,1,5064502,stomach-questions
52891,1,5064511,drinking-questions
52892,1,5064511,lightheadedness-questions
52893,1,5064511,vision-questions
52894,1,5064512,bacterium-questions
52895,1,5064514,pain-questions
52896,1,5064514,smoking-questions
52897,1,5064514,stitches-questions
52898,1,5064514,tooth-questions
52899,1,5064535,cancer-questions
52900,1,5064535,cirrhosis-questions
52901,1,5064535,liver-questions
52902,1,5064540,congestive-heart-failure-questions
52903,1,5064541,itch-questions
52904,1,5064545,cervical-disk-questions
52905,1,5064545,pain-questions
52906,1,5064546,headache-questions
52907,1,5064546,nausea-questions
52908,1,5064557,ejaculation-questions
52909,1,5064557,food-questions
52910,1,5064557,smell-questions
52911,1,5064561,blood-clot-questions
52912,1,5064561,leg-questions
52913,1,5064561,lump-questions
52914,1,5064561,vein-questions
52915,1,5064561,vision-questions
52916,1,5064564,nausea-questions
52917,1,5064564,pregnancy-questions
52918,1,5064564,sexual-intercourse-questions
52919,1,5064564,stomach-questions
52920,1,5064566,period-questions
52921,1,5064569,birth-control-questions
52922,1,5064569,spotting-questions
52923,1,5064574,blister-questions
52924,1,5064574,foot-questions
52925,1,5064574,thigh-questions
52926,1,5064580,ejaculation-questions
52927,1,5064580,muscle-questions
52928,1,5064580,orgasm-questions
52929,1,5064586,pregnancy-questions
52930,1,5064595,type-2-diabetes-questions
52931,1,5064596,ears-questions
52932,1,5064596,tinnitus-questions
52933,1,5064596,vision-questions
52934,1,5064604,exercise-questions
52935,1,5064604,movement-questions
52936,1,5064604,weight-questions
52937,1,5064604,workout-questions
52938,1,5064611,cramps-questions
52939,1,5064611,melatonin-questions
52940,1,5064611,muscle-questions
52941,1,5064619,period-questions
52942,1,5064619,sexual-intercourse-questions
52943,1,5064624,shingles-questions
52944,1,5064626,concentration-questions
52945,1,5064628,pregnancy-questions
52946,1,5064628,vision-questions
52947,1,5064628,walking-questions
52948,1,5064630,baby-questions
52949,1,5064630,brain-questions
52950,1,5064630,forgetfulness-questions
52951,1,5064630,memory-loss-questions
52952,1,5064631,colon-questions
52953,1,5064631,cramps-questions
52954,1,5064632,orgasm-questions
52955,1,5064632,trauma-questions
52956,1,5064638,bruise-questions
52957,1,5064638,skin-questions
52958,1,5064638,sore-questions
52959,1,5064640,cancer-questions
52960,1,5064640,menopause-questions
52961,1,5064640,period-questions
52962,1,5064640,throat-questions
52963,1,5064645,liver-questions
52964,1,5064647,indigestion-questions
52965,1,5064647,infant-questions
52966,1,5064650,fertility-questions
52967,1,5064650,period-questions
52968,1,5064650,pregnancy-questions
52969,1,5064652,allergic-reaction-questions
52970,1,5064652,gasoline-questions
52971,1,5064652,healing-questions
52972,1,5064652,neck-questions
52973,1,5064652,swelling-questions
52974,1,5064657,clavicle-questions
52975,1,5064657,pain-questions
52976,1,5064657,workout-questions
52977,1,5064658,sexual-intercourse-questions
52978,1,5064660,dizziness-questions
52979,1,5064660,drinking-questions
52980,1,5064660,drug-questions
52981,1,5064660,head-questions
52982,1,5064660,pupil-questions
52983,1,5064661,exercise-questions
52984,1,5064661,vision-questions
52985,1,5064661,weight-loss-questions
52986,1,5064662,head-questions
52987,1,5064662,healing-questions
52988,1,5064662,weight-loss-questions
52989,1,5064668,healing-questions
52990,1,5064668,penis-questions
52991,1,5064668,skin-questions
52992,1,5064678,arm-questions
52993,1,5064678,armpit-questions
52994,1,5064678,itch-questions
52995,1,5064678,period-questions
52996,1,5064678,rash-questions
52997,1,5064682,buttocks-questions
52998,1,5064682,muscle-questions
52999,1,5064688,drug-test-questions
53000,1,5064688,multivitamin-questions
53001,1,5064697,arm-questions
53002,1,5064697,bruise-questions
53003,1,5064697,nail-questions
53004,1,5064697,swelling-questions
53005,1,5064700,breast-questions
53006,1,5064700,pain-questions
53007,1,5064702,condom-questions
53008,1,5064702,crying-questions
53009,1,5064702,period-questions
53010,1,5064702,pregnancy-questions
53011,1,5064707,weight-questions
53012,1,5064713,buttocks-questions
53013,1,5064713,genital-herpes-questions
53014,1,5064714,lung-questions
53015,1,5064714,shock-questions
53016,1,5064714,walking-questions
53017,1,5064715,foreskin-questions
53018,1,5064715,head-questions
53019,1,5064715,penis-questions
53020,1,5064715,tightness-questions
53021,1,5064717,foreskin-questions
53022,1,5064717,penis-questions
53023,1,5064717,tightness-questions
53024,1,5064728,brain-questions
53025,1,5064729,acne-questions
53026,1,5064729,juice-questions
53027,1,5064729,lemon-questions
53028,1,5064732,foot-questions
53029,1,5064732,pain-questions
53030,1,5064732,swelling-questions
53031,1,5064732,toe-questions
53032,1,5064735,eyes-questions
53033,1,5064735,genitalia-questions
53034,1,5064735,itch-questions
53035,1,5064735,puffiness-questions
53036,1,5064735,tenderness-questions
53037,1,5064736,period-questions
53038,1,5064736,pregnancy-questions
53039,1,5064736,sexual-intercourse-questions
53040,1,5064750,brain-questions
53041,1,5064750,period-questions
53042,1,5064753,chronic-obstructive-pulmonary-disease-questions
53043,1,5064753,foot-questions
53044,1,5064753,leg-questions
53045,1,5064753,short-stature-questions
53046,1,5064753,swelling-questions
53047,1,5064755,dizziness-questions
53048,1,5064755,movement-questions
53049,1,5064755,pain-questions
53050,1,5064755,painful-ovulation-questions
53051,1,5064755,period-questions
53052,1,5064756,stuffy-nose-questions
53053,1,5064757,vision-questions
53054,1,5064759,condom-questions
53055,1,5064759,vagina-questions
53056,1,5064759,yeast-questions
53057,1,5064769,fiber-questions
53058,1,5064770,belly-button-questions
53059,1,5064770,pain-questions
53060,1,5064770,sternum-questions
53061,1,5064771,leg-questions
53062,1,5064771,lung-cancer-questions
53063,1,5064771,swelling-questions
53064,1,5064773,drinking-questions
53065,1,5064774,urination-questions
53066,1,5064777,diabetes-questions
53067,1,5064778,lung-questions
53068,1,5064783,blood-pressure-questions
53069,1,5064783,erection-questions
53070,1,5064783,indigestion-questions
53071,1,5064783,stress-questions
53072,1,5064784,epidural-questions
53073,1,5064784,hemorrhoid-questions
53074,1,5064785,colon-questions
53075,1,5064785,rectum-questions
53076,1,5064785,travel-questions
53077,1,5064786,over-the-counter-questions
53078,1,5064790,biopsy-questions
53079,1,5064790,bowel-movement-questions
53080,1,5064790,diarrhea-questions
53081,1,5064790,itch-questions
53082,1,5064790,scrotum-questions
53083,1,5064799,hiv-questions
53084,1,5064799,sexually-transmitted-disease-questions
53085,1,5064800,ammonia-questions
53086,1,5064800,drinking-questions
53087,1,5064801,alcoholism-questions
53088,1,5064801,fatty-liver-disease-questions
53089,1,5064801,heart-attack-questions
53090,1,5064801,heart-questions
53091,1,5064801,stent-questions
53092,1,5064804,back-pain-questions
53093,1,5064804,heart-questions
53094,1,5064804,muscle-questions
53095,1,5064804,pain-questions
53096,1,5064804,spasm-questions
53097,1,5064811,feeding-questions
53098,1,5064812,wisdom-tooth-questions
53099,1,5064813,condom-questions
53100,1,5064813,drug-questions
53101,1,5064813,flu-questions
53102,1,5064813,paranoid-behavior-questions
53103,1,5064813,short-stature-questions
53104,1,5064816,hormone-questions
53105,1,5064818,breast-questions
53106,1,5064818,nipple-questions
53107,1,5064818,pain-questions
53108,1,5064826,drug-test-questions
53109,1,5064826,smoking-questions
53110,1,5064827,oral-cancer-questions
53111,1,5064830,hernia-questions
53112,1,5064832,cellulitis-questions
53113,1,5064832,swallow-questions
53114,1,5064832,swelling-questions
53115,1,5064832,tooth-questions
53116,1,5064833,arm-questions
53117,1,5064833,itch-questions
53118,1,5064833,pain-questions
53119,1,5064833,rash-questions
53120,1,5064833,shingles-questions
53121,1,5064834,artery-questions
53122,1,5064834,electrocution-questions
53123,1,5064834,pain-questions
53124,1,5064835,dizziness-questions
