Document Index (generated),Number of Records,Member Follower Number,Member Helpful Votes,Member Id,Member Job,Member Name,Member Type,Member Workplace
50312,1,0,0,76006,,BaseballFan0505,Contributor,
50313,1,1,302,76007,,mluther72,Contributor,
50314,1,0,0,76008,,octom,Contributor,
50315,1,0,0,76009,,Karen811,Contributor,
50316,1,0,0,76010,,Beavet,Contributor,
50317,1,0,0,76011,,AnniePeter,Contributor,
50318,1,0,0,76012,,flipboii,Contributor,
50319,1,0,0,76013,,luckynumber7,Contributor,
50320,1,0,0,76014,,badfat,Contributor,
50321,1,0,1,76015,,eaunan,Contributor,
50322,1,0,0,76016,,bignibs,Contributor,
50323,1,0,46,76017,,needakiss,Contributor,
50324,1,0,0,76018,,NeedXpertAdvice,Contributor,
50325,1,0,0,76019,,teresita13,Contributor,
50326,1,0,0,76020,,Aloma08,Contributor,
50327,1,0,0,76021,,marinetarts,Contributor,
50328,1,0,0,76022,,MamaFoots24,Contributor,
50329,1,0,0,76023,,armitage1957,Contributor,
50330,1,0,0,76024,,_Healthy_,Contributor,
50331,1,0,0,76025,,Cavalier2016,Contributor,
50332,1,0,0,76026,,Billy42,Contributor,
50333,1,0,0,76027,,tasha_and_justin,Contributor,
50334,1,0,0,76028,,WiseRoad,Contributor,
50335,1,0,0,76029,,sweeetr,Contributor,
50336,1,0,0,76030,,KFactor92,Contributor,
50337,1,0,0,76031,,peg34,Contributor,
50338,1,0,0,76032,,Trixie2,Contributor,
50339,1,0,0,76033,,Lilly_lucia,Contributor,
50340,1,0,0,76034,,robbed69,Contributor,
50341,1,0,0,76035,,catherine43,Contributor,
50342,1,0,0,76036,,kkchappell,Contributor,
50343,1,0,0,76037,,MMEller,Contributor,
50344,1,0,0,76038,,sam9293,Contributor,
50345,1,0,3,76039,,ShawnClark,Contributor,
50346,1,0,0,76040,,danniee,Contributor,
50347,1,0,0,76041,,Reenwad,Contributor,
50348,1,0,0,76042,,eachie49,Contributor,
50349,1,0,0,76043,,Paul2553,Contributor,
50350,1,0,0,76044,,mrsb10,Contributor,
50351,1,0,0,76045,,jeanalicia2606,Contributor,
50352,1,0,0,76046,,EssEmm2,Contributor,
50353,1,0,0,76047,,breezy724,Contributor,
50354,1,0,0,76048,,theanswere,Contributor,
50355,1,0,0,76049,,maryk56,Contributor,
50356,1,0,0,76050,,cbic44,Contributor,
50357,1,0,0,76051,,Lynieg,Contributor,
50358,1,0,0,76052,,pattiec,Contributor,
50359,1,0,0,76053,,myohmy,Contributor,
50360,1,0,0,76054,,wealthy,Contributor,
50361,1,0,0,76055,,Curious_Hansen12,Contributor,
50362,1,0,0,76056,,Rambo_Steeler,Contributor,
50363,1,0,0,76057,,lilypoo45,Contributor,
50364,1,0,0,76058,,reyquijano27,Contributor,
50365,1,0,0,76059,,tonibebbbbb,Contributor,
50366,1,0,0,76060,,roneye,Contributor,
50367,1,0,0,76061,,lidiamotherof4,Contributor,
50368,1,0,0,76062,,ann_p,Contributor,
50369,1,0,0,76063,,jindalgl,Contributor,
50370,1,0,0,76064,,darmap,Contributor,
50371,1,0,0,76065,,Emmybel44,Contributor,
50372,1,0,0,76066,,Deedee1114,Contributor,
50373,1,0,0,76067,,KathLess,Contributor,
50374,1,0,0,76068,,suerod4444,Contributor,
50375,1,0,0,76069,,SandySantac63,Contributor,
50376,1,0,0,76070,,algomakate,Contributor,
50377,1,0,0,76071,,Momtom,Contributor,
50378,1,0,0,76072,,tropicalxo15,Contributor,
50379,1,0,0,76073,,ProudParentofgreatwhite,Contributor,
50380,1,0,0,76074,,getmoney,Contributor,
50381,1,0,0,76075,,lochnessmonster,Contributor,
50382,1,0,0,76076,,ilovechris,Contributor,
50383,1,1,2,76077,,rguzzo,Contributor,
50384,1,0,0,76078,,kathygrandma07tex,Contributor,
50385,1,0,0,76079,,Aubrey18,Contributor,
50386,1,0,0,76080,,csue44,Contributor,
50387,1,0,21,76081,,sicktodeath,Contributor,
50388,1,0,0,76082,,caspertfg,Contributor,
50389,1,0,0,76083,,Oma_Gigi,Contributor,
50390,1,0,0,76084,,campbell25110,Contributor,
50391,1,0,0,76085,,ridethepony93,Contributor,
50392,1,0,0,76086,,robbinlm76,Contributor,
50393,1,0,0,76087,,mels0226,Contributor,
50394,1,0,0,76088,,jofthelegeRwright,Contributor,
50395,1,0,0,76089,,huey212,Contributor,
50396,1,0,0,76090,,Ebranoor,Contributor,
50397,1,0,0,76091,,john_axx,Contributor,
50398,1,0,0,76092,,Eliza54,Contributor,
50399,1,0,0,76093,,steve75734,Contributor,
50400,1,0,0,76094,,medjeff33,Contributor,
50401,1,0,0,76095,,kawika12,Contributor,
50402,1,0,0,76096,,ktnic5,Contributor,
50403,1,0,0,76097,,Diana20,Contributor,
50404,1,0,0,76098,,tduncanslc,Contributor,
50405,1,0,0,76099,,Answermyquestion,Contributor,
50406,1,0,0,76100,,SFly1992,Contributor,
50407,1,0,0,76101,,skippy78,Contributor,
50408,1,0,0,76102,,Ken777,Contributor,
50409,1,0,0,76103,,noahm,Contributor,
50410,1,0,0,76104,,curious002,Contributor,
50411,1,0,0,76105,,bolina,Contributor,
50412,1,0,0,76106,,happy12u,Contributor,
50413,1,0,0,76107,,72350now,Contributor,
50414,1,0,0,76108,,honeyspike,Contributor,
50415,1,0,0,76109,,whapo,Contributor,
50416,1,0,0,76110,,spongenf,Contributor,
50417,1,0,0,76111,,benthere53,Contributor,
50418,1,0,0,76112,,spirit75,Contributor,
50419,1,0,14,76113,,Bella44,Contributor,
50420,1,0,0,76114,,jugpam,Contributor,
50421,1,0,0,76115,,christinesp,Contributor,
50422,1,0,0,76116,,emeraldsound,Contributor,
50423,1,0,0,76117,,rusfirth3,Contributor,
50424,1,0,0,76118,,cannon54,Contributor,
50425,1,0,0,76119,,martial_artist47,Contributor,
50426,1,0,0,76120,,Yardley,Contributor,
50427,1,0,0,76121,,DevraJprescott,Contributor,
50428,1,0,0,76122,,sajuek,Contributor,
50429,1,0,0,76123,,topekadave,Contributor,
50430,1,0,0,76124,,lysslas24,Contributor,
50431,1,0,0,76125,,alicialeeanne,Contributor,
50432,1,0,0,76126,,callorto,Contributor,
50433,1,0,0,76127,,dazzyt16,Contributor,
50434,1,0,0,76128,,budandbubba,Contributor,
50435,1,0,0,76129,,mo1ra,Contributor,
50436,1,0,0,76130,,Leettaa,Contributor,
50437,1,0,3,76131,,Hersh1111,Contributor,
50438,1,0,0,76132,,xXBluebirdXx,Contributor,
50439,1,0,0,76133,,1alwaysinpain,Contributor,
50440,1,0,0,76134,,MarianneF,Contributor,
50441,1,0,0,76135,,pma13,Contributor,
50442,1,0,0,76136,,linsue21234,Contributor,
50443,1,0,0,76137,,sharonsullivan,Contributor,
50444,1,0,0,76138,,sweetpoet19,Contributor,
50445,1,0,0,76139,,RichardTC,Contributor,
50446,1,0,0,76140,,SMBOOK,Contributor,
50447,1,0,0,76141,,BellaChef,Contributor,
50448,1,0,0,76142,,HollyMCombs,Contributor,
50449,1,0,0,76143,,funky,Contributor,
50450,1,0,0,76144,,gopsgr8,Contributor,
50451,1,0,0,76145,,EarlJNye,Contributor,
50452,1,0,0,76146,,leighton44,Contributor,
50453,1,0,0,76147,,h2odean,Contributor,
50454,1,0,0,76148,,crystallinegreen,Contributor,
50455,1,0,0,76149,,Broadus,Contributor,
50456,1,0,0,76150,,azazelahh,Contributor,
50457,1,0,0,76151,,mollymcfluff,Contributor,
50458,1,0,0,76152,,TiredOfThis82,Contributor,
50459,1,0,0,76153,,amandap87,Contributor,
50460,1,0,0,76154,,Kathyc55,Contributor,
50461,1,0,0,76155,,juliemac,Contributor,
50462,1,0,0,76156,,Kuldeeparora,Contributor,
50463,1,0,0,76157,,capnjen17,Contributor,
50464,1,0,0,76158,,JAXXX_1,Contributor,
50465,1,0,0,76159,,gma352,Contributor,
50466,1,0,0,76160,,gabbadogs,Contributor,
50467,1,0,0,76161,,Cutter9686,Contributor,
50468,1,0,0,76162,,Alongnecker1500,Contributor,
50469,1,0,0,76163,,wpikey,Contributor,
50470,1,0,0,76164,,Chaseryno,Contributor,
50471,1,0,0,76165,,Queenie84,Contributor,
50472,1,0,0,76166,,IamAleeLove,Contributor,
50473,1,0,0,76167,,Ronnieandme,Contributor,
50474,1,0,5,76168,,beverlyplunk,Contributor,
50475,1,0,0,76169,,Lindam1982,Contributor,
50476,1,0,0,76170,,Cindy_Sparks,Contributor,
50477,1,0,0,76171,,new2this4546,Contributor,
50478,1,0,0,76172,,alimr718,Contributor,
50479,1,0,0,76173,,MirandaAnnTransue,Contributor,
50480,1,0,0,76174,,injuryprone234,Contributor,
50481,1,0,0,76175,,Meema2twins,Contributor,
50482,1,0,0,76176,,CarolWilburnWood,Contributor,
50483,1,0,0,76177,,suzzie65,Contributor,
50484,1,0,0,76178,,mamierae,Contributor,
50485,1,0,0,76179,,AshleyFD29,Contributor,
50486,1,0,0,76180,,DalePMR,Contributor,
50487,1,0,0,76181,,saiyansith,Contributor,
50488,1,0,0,76182,,susie77,Contributor,
50489,1,0,0,76183,,Tippy24,Contributor,
50490,1,0,0,76184,,Numbers369,Contributor,
50491,1,0,0,76185,,pmartin759,Contributor,
50492,1,0,0,76186,,lisaleroy,Contributor,
50493,1,0,0,76187,,DBBW2012,Contributor,
50494,1,0,0,76188,,mizm50,Contributor,
50495,1,0,0,76189,,karl1,Contributor,
50496,1,0,0,76190,,Nairsaab,Contributor,
50497,1,0,0,76191,,rfazelbhoy,Contributor,
50498,1,0,0,76192,,amend2,Contributor,
50499,1,0,0,76193,,MsChoate,Contributor,
50500,1,0,0,76194,,Kerry1973,Contributor,
50501,1,0,0,76195,,rm12lose,Contributor,
50502,1,0,0,76196,,Bettyl,Contributor,
50503,1,0,0,76197,,ldowns000,Contributor,
50504,1,0,0,76198,,muralibhai,Contributor,
50505,1,0,0,76199,,qtkelly,Contributor,
50506,1,0,3,76200,,healthyexercise,Contributor,
50507,1,0,0,76201,,Nannyba25,Contributor,
50508,1,0,0,76202,,hounddog1965,Contributor,
50509,1,0,0,76203,,Bullit302,Contributor,
50510,1,0,0,76204,,kris1515,Contributor,
50511,1,0,0,76205,,ash08,Contributor,
50512,1,0,0,76206,,CoreyLevine,Contributor,
50513,1,0,0,76207,,elmano84,Contributor,
50514,1,0,0,76208,,krisraecon,Contributor,
50515,1,0,0,76209,,Lilyhearts,Contributor,
50516,1,0,0,76210,,russell25,Contributor,
50517,1,0,0,76211,,praym,Contributor,
50518,1,3,13,76212,,gringomitch,Contributor,
50519,1,0,0,76213,,trappercs,Contributor,
50520,1,0,0,76214,,kapkrusader,Contributor,
50521,1,0,0,76215,,shortie828,Contributor,
50522,1,0,0,76216,,analonie,Contributor,
50523,1,0,0,76217,,jasmine2013,Contributor,
50524,1,0,0,76218,,Rob230,Contributor,
50525,1,0,0,76219,,fuschia,Contributor,
50526,1,0,0,76220,,kristie81osborne,Contributor,
50527,1,1,0,76221,,sooboob,Contributor,
50528,1,0,0,76222,,Crafty,Contributor,
50529,1,0,0,76223,,OregonRob,Contributor,
50530,1,0,0,76224,,irisfoy,Contributor,
50531,1,0,0,76225,,Nerdigyrl,Contributor,
50532,1,0,0,76226,,diannebeason,Contributor,
50533,1,0,0,76227,,mahnudyar,Contributor,
50534,1,0,0,76228,,blake5377,Contributor,
50535,1,0,0,76229,,jagjog,Contributor,
50536,1,0,0,76230,,ryanf320,Contributor,
50537,1,0,0,76231,,VeteranAdvocate,Contributor,
50538,1,0,0,76232,,proudmommie31,Contributor,
50539,1,0,0,76233,,reyem_oel_rennoc,Contributor,
50540,1,0,0,76234,,shepperdv,Contributor,
50541,1,0,0,76235,,jenric5212,Contributor,
50542,1,0,0,76236,,bobtrain007,Contributor,
50543,1,0,0,76237,,Anthony11,Contributor,
50544,1,0,0,76238,,azmarried,Contributor,
50545,1,0,0,76239,,betholicious77,Contributor,
50546,1,0,0,76240,,AnnieMughal,Contributor,
50547,1,0,0,76241,,seo20,Contributor,
50548,1,0,0,76242,,adalizmcolon,Contributor,
50549,1,0,0,76243,,TalullahSR,Contributor,
50550,1,0,0,76244,,Sunnyandtravismom,Contributor,
50551,1,0,0,76245,,jphel,Contributor,
50552,1,0,0,76246,,bonni13,Contributor,
50553,1,0,0,76247,,elena393,Contributor,
50554,1,0,0,76248,,nkaplan,Contributor,
50555,1,0,0,76249,,shelbybrooks6472,Contributor,
50556,1,0,0,76250,,Reemap,Contributor,
50557,1,0,0,76251,,thill339,Contributor,
50558,1,0,0,76252,,Rajesh46,Contributor,
50559,1,0,0,76253,,audthy,Contributor,
50560,1,0,0,76254,,0806bglove,Contributor,
50561,1,0,0,76255,,RhodeIsle,Contributor,
50562,1,0,0,76256,,Cindy121856,Contributor,
50563,1,0,4,76257,,lorance,Contributor,
50564,1,0,0,76258,,chasecollins,Contributor,
50565,1,0,0,76259,,Annabellmae,Contributor,
50566,1,0,0,76260,,nanner1942,Contributor,
50567,1,0,0,76261,,jovignery,Contributor,
50568,1,0,1,76262,,andyflyfisher,Contributor,
50569,1,0,0,76263,,rlfrank1803,Contributor,
50570,1,0,0,76264,,jrktweety,Contributor,
50571,1,0,0,76265,,motherb29,Contributor,
50572,1,0,0,76266,,mckenziemomma1234,Contributor,
50573,1,0,0,76267,,JasonLee,Contributor,
50574,1,0,0,76268,,Ruff22,Contributor,
50575,1,0,0,76269,,deede1971,Contributor,
50576,1,0,0,76270,,Mathews2011,Contributor,
50577,1,0,0,76271,,ramonrocks,Contributor,
50578,1,0,0,76272,,iamglorybee,Contributor,
50579,1,0,1,76273,,angelarose4,Contributor,
50580,1,0,0,76274,,ATDUNLAP,Contributor,
50581,1,0,0,76275,,jnellbradley,Contributor,
50582,1,0,0,76276,,JChristine57,Contributor,
50583,1,0,4,76277,,lotus79,Contributor,
50584,1,0,0,76278,,ckidd78,Contributor,
50585,1,0,0,76279,,krdoyle427,Contributor,
50586,1,0,0,76280,,djr13jr,Contributor,
50587,1,0,0,76281,,ame12,Contributor,
50588,1,0,0,76282,,KIDSCHMID,Contributor,
50589,1,0,2,76283,,ninfa1980,Contributor,
50590,1,0,0,76284,,nzxt81,Contributor,
50591,1,0,0,76285,,estien,Contributor,
50592,1,0,0,76286,,Anonymous112233445566778899,Contributor,
50593,1,0,0,76287,,Infantry1125,Contributor,
50594,1,0,0,76288,,derricklee89,Contributor,
50595,1,0,0,76289,,taresa1,Contributor,
50596,1,0,0,76290,,Rich33,Contributor,
50597,1,0,0,76291,,SarahKas3,Contributor,
50598,1,0,0,76292,,cmsfas1981,Contributor,
50599,1,0,0,76293,,kronos34561,Contributor,
50600,1,0,0,76294,,Shanmat,Contributor,
50601,1,0,0,76295,,sue1956,Contributor,
50602,1,0,0,76296,,Kla44,Contributor,
50603,1,0,2,76297,,trekkie,Contributor,
50604,1,0,0,76298,,healtylivingmess,Contributor,
50605,1,0,0,76299,,eerikson30,Contributor,
50606,1,0,0,76300,,Atakcat,Contributor,
50607,1,0,0,76301,,Becci3,Contributor,
50608,1,0,0,76302,,Junebabe87,Contributor,
50609,1,0,0,76303,,jbshaw08,Contributor,
50610,1,0,0,76304,,juneclever,Contributor,
50611,1,0,0,76305,,greenthumbnana,Contributor,
50612,1,1,7,76306,,ahans85,Contributor,
50613,1,0,0,76307,,NancyJean,Contributor,
50614,1,0,0,76308,,lehmanM123,Contributor,
50615,1,0,0,76309,,highlypixellated,Contributor,
50616,1,0,0,76310,,ffp_produser,Contributor,
50617,1,0,0,76311,,lfairmont,Contributor,
50618,1,0,0,76312,,jstsmommy,Contributor,
50619,1,0,0,76313,,Brickhaus79,Contributor,
50620,1,0,0,76314,,beinformed,Contributor,
50621,1,0,0,76315,,Godsjoy,Contributor,
50622,1,0,0,76316,,transplant73,Contributor,
50623,1,0,0,76317,,jsjaic,Contributor,
50624,1,0,0,76318,,DjpandDlem2,Contributor,
50625,1,0,0,76319,,AlmondCrisp,Contributor,
50626,1,0,0,76320,,panheadgirl,Contributor,
50627,1,0,0,76321,,Karen4JC,Contributor,
50628,1,0,0,76322,,mrsjhubb,Contributor,
50629,1,0,0,76323,,Cinch24,Contributor,
50630,1,0,0,76324,,summergirl11,Contributor,
50631,1,0,2,76325,,stashstash1962,Contributor,
50632,1,0,0,76326,,seadog3,Contributor,
50633,1,0,0,76327,,TZtwenty,Contributor,
50634,1,0,0,76328,,BillyBumps,Contributor,
50635,1,0,0,76329,,glasgow17,Contributor,
50636,1,0,0,76330,,dudes1122334469,Contributor,
50637,1,0,0,76331,,joshmart0718,Contributor,
50638,1,0,0,76332,,brightside,Contributor,
50639,1,0,0,76333,,nul33,Contributor,
50640,1,0,0,76334,,kbel54,Contributor,
50641,1,0,0,76335,,BlueGuitar,Contributor,
50642,1,0,0,76336,,dgratzl,Contributor,
50643,1,0,0,76337,,Ljurige,Contributor,
50644,1,0,0,76338,,JoeyBanks,Contributor,
50645,1,0,0,76339,,Chipper79,Contributor,
50646,1,0,0,76340,,SunnyBudd,Contributor,
50647,1,0,0,76341,,neleesha,Contributor,
50648,1,0,0,76342,,Wendy9,Contributor,
50649,1,0,0,76343,,daverobertsonx,Contributor,
50650,1,0,0,76344,,Colter1,Contributor,
50651,1,0,0,76345,,MARYANNDAWSON,Contributor,
50652,1,0,0,76346,,ralstonk82,Contributor,
50653,1,0,8,76347,,Angellady9,Contributor,
50654,1,0,0,76348,,Ironworker34,Contributor,
50655,1,0,0,76349,,earthtan,Contributor,
50656,1,0,0,76350,,BBallMom,Contributor,
50657,1,0,0,76351,,sleepy23,Contributor,
50658,1,0,0,76352,,delmy,Contributor,
50659,1,0,0,76353,,debbiejohnson,Contributor,
50660,1,0,0,76354,,JACRDC4,Contributor,
50661,1,0,0,76355,,NicoleSteck,Contributor,
50662,1,0,0,76356,,Feelingkind,Contributor,
50663,1,0,0,76357,,cathynd95,Contributor,
50664,1,0,0,76358,,Louisvillebg,Contributor,
50665,1,0,0,76359,,S1212S,Contributor,
50666,1,0,0,76360,,jmarie8907,Contributor,
50667,1,0,0,76361,,annyanagying,Contributor,
50668,1,0,0,76362,,ballamory,Contributor,
50669,1,0,0,76363,,pudgey1728,Contributor,
50670,1,0,0,76364,,bouchman,Contributor,
50671,1,0,0,76366,,Jenniferjo,Contributor,
50672,1,0,14,76368,,Erini,Contributor,
50673,1,0,0,76369,,Wheatyz316,Contributor,
50674,1,0,0,76370,,Poetheraven1,Contributor,
50675,1,0,0,76371,,tmextmex,Contributor,
50676,1,0,0,76372,,beautifulife22,Contributor,
50677,1,0,0,76373,,wwnf911,Contributor,
50678,1,0,0,76374,,snow9ball,Contributor,
50679,1,0,0,76375,,jerry576,Contributor,
50680,1,0,0,76376,,Marcarelli,Contributor,
50681,1,0,0,76377,,akathleen89,Contributor,
50682,1,0,0,76378,,Sweetmama2012,Contributor,
50683,1,0,0,76379,,Sauga,Contributor,
50684,1,0,0,76380,,puravidasoul,Contributor,
50685,1,0,0,76381,,LeeCee97,Contributor,
50686,1,0,2,76382,,SerenaBean,Contributor,
50687,1,0,0,76383,,Ceceliaailecec,Contributor,
50688,1,0,0,76384,,blaze0428,Contributor,
50689,1,0,0,76385,,Onyx1,Contributor,
50690,1,0,0,76386,,Betsie12,Contributor,
50691,1,0,0,76387,,FaithAnn,Contributor,
50692,1,0,0,76388,,squeakyman,Contributor,
50693,1,0,0,76389,,SashaRedz,Contributor,
50694,1,0,0,76390,,XoLilBlueBearXo,Contributor,
50695,1,0,0,76391,,RoseLK,Contributor,
50696,1,0,0,76392,,kellieee,Contributor,
50697,1,0,0,76393,,hsantiago11,Contributor,
50698,1,0,0,76394,,borninusa,Contributor,
50699,1,0,0,76395,,Ashlee83,Contributor,
50700,1,2,8,76396,,NumbToes,Contributor,
50701,1,0,0,76397,,FFerns,Contributor,
50702,1,0,0,76398,,mommabear3685,Contributor,
50703,1,0,0,76399,,stevenb9901,Contributor,
50704,1,0,0,76400,,sburnette10,Contributor,
50705,1,0,0,76401,,shippy1,Contributor,
50706,1,0,0,76402,,tangiers,Contributor,
50707,1,0,0,76403,,harry84,Contributor,
50708,1,0,2,76404,,kdt1993,Contributor,
50709,1,0,0,76405,,dllap,Contributor,
50710,1,0,0,76406,,ruair37,Contributor,
50711,1,0,0,76407,,jackieo,Contributor,
50712,1,0,0,76408,,RitaReader,Contributor,
50713,1,0,0,76409,,leah209,Contributor,
50714,1,0,0,76410,,kaylakirk,Contributor,
50715,1,0,0,76411,,ashgoddess,Contributor,
50716,1,0,0,76412,,JLOPEREZ,Contributor,
50717,1,0,0,76413,,sounder,Contributor,
50718,1,0,0,76414,,eneahouse,Contributor,
50719,1,0,0,76415,,camelchic612,Contributor,
50720,1,0,0,76416,,Kitty2013,Contributor,
50721,1,0,0,76417,,taslynz1,Contributor,
50722,1,0,0,76418,,jalibear1,Contributor,
50723,1,0,0,76419,,SRK1967,Contributor,
50724,1,0,0,76420,,JRG285,Contributor,
50725,1,0,0,76421,,namitasharma,Contributor,
50726,1,0,0,76422,,barbmar51,Contributor,
50727,1,0,1,76423,,brittberry1,Contributor,
50728,1,0,0,76424,,RLBAgency,Contributor,
50729,1,0,0,76425,,cubdumb,Contributor,
50730,1,0,0,76426,,elarsen722,Contributor,
50731,1,0,0,76427,,ironcoffins,Contributor,
50732,1,0,0,76428,,ShadeFoster,Contributor,
50733,1,0,0,76429,,DecIl,Contributor,
50734,1,0,0,76430,,questionsandanwers,Contributor,
50735,1,0,0,76431,,DSchutt65,Contributor,
50736,1,0,0,76432,,Sadler84,Contributor,
50737,1,0,0,76433,,1Shell,Contributor,
50738,1,0,0,76434,,jimbos,Contributor,
50739,1,0,0,76435,,veredee,Contributor,
50740,1,0,0,76436,,whateverdouwant,Contributor,
50741,1,0,0,76437,,glc0990,Contributor,
50742,1,0,0,76438,,MLBH1979,Contributor,
50743,1,0,0,76439,,saitara921,Contributor,
50744,1,0,3,76440,,VineQueen,Contributor,
50745,1,0,0,76441,,OatmealFrog,Contributor,
50746,1,0,0,76442,,tereable,Contributor,
50747,1,0,0,76443,,chastiityt,Contributor,
50748,1,0,0,76444,,porcelain_doll1986,Contributor,
50749,1,0,0,76445,,countryXqueen,Contributor,
50750,1,0,0,76446,,DarcyFarrow,Contributor,
50751,1,0,0,76447,,tracylynn0203,Contributor,
50752,1,0,0,76448,,jojo67,Contributor,
50753,1,0,0,76449,,msdom,Contributor,
50754,1,0,0,76450,,mikemulkern96,Contributor,
50755,1,0,0,76451,,catherine93,Contributor,
50756,1,0,0,76452,,Dukestudent,Contributor,
50757,1,0,0,76453,,paris398,Contributor,
50758,1,0,0,76454,,rorykingman1,Contributor,
50759,1,0,0,76455,,hugs94,Contributor,
50760,1,0,0,76456,,Bobafett910,Contributor,
50761,1,0,0,76457,,shellyp,Contributor,
50762,1,0,0,76458,,Trinat,Contributor,
50763,1,0,4,76459,,Niquey,Contributor,
50764,1,0,0,76460,,mawmawsue,Contributor,
50765,1,0,0,76461,,RhondaAllison,Contributor,
50766,1,0,0,76462,,jhyndman,Contributor,
50767,1,0,0,76463,,Jen1984,Contributor,
50768,1,0,0,76464,,Mommasdarlin,Contributor,
50769,1,0,0,76465,,Freedforlife,Contributor,
50770,1,0,0,76466,,barbaranne15,Contributor,
50771,1,0,0,76467,,HailzTolchin,Contributor,
50772,1,0,0,76468,,howell365,Contributor,
50773,1,0,0,76469,,quynhthi1961,Contributor,
50774,1,0,0,76470,,RaychelCardenas93,Contributor,
50775,1,0,0,76471,,rayawday,Contributor,
50776,1,0,0,76472,,TheSleepyGirl,Contributor,
50777,1,0,0,76473,,Splice,Contributor,
50778,1,0,0,76474,,Kimybee,Contributor,
50779,1,0,0,76475,,fatheroffive,Contributor,
50780,1,0,0,76476,,JoAnn01,Contributor,
50781,1,0,0,76477,,Sissybear0712,Contributor,
50782,1,0,0,76478,,Spanky1985,Contributor,
50783,1,0,0,76479,,jsmalls,Contributor,
50784,1,0,0,76480,,JeffHaerens,Contributor,
50785,1,0,0,76481,,A1221,Contributor,
50786,1,0,0,76482,,sarahsamsarah,Contributor,
50787,1,0,0,76483,,macandpj,Contributor,
50788,1,0,0,76484,,jamesbald,Contributor,
50789,1,0,0,76485,,vedabug54,Contributor,
50790,1,0,0,76486,,LeighK,Contributor,
50791,1,0,0,76487,,mcm14,Contributor,
50792,1,0,0,76488,,Person113,Contributor,
50793,1,0,0,76489,,rjong7,Contributor,
50794,1,0,0,76490,,bintalphonzo,Contributor,
50795,1,0,0,76491,,ajtommy,Contributor,
50796,1,0,0,76492,,elkseeker,Contributor,
50797,1,0,0,76493,,dizliz,Contributor,
50798,1,0,0,76494,,vannaho4,Contributor,
50799,1,0,0,76495,,sickkidblues,Contributor,
50800,1,0,0,76496,,Tamara99,Contributor,
50801,1,0,0,76497,,Redhotpengy,Contributor,
50802,1,0,0,76498,,HopeItHelps,Contributor,
50803,1,0,0,76499,,ashanajones,Contributor,
50804,1,0,0,76500,,Toki_Leif,Contributor,
50805,1,0,0,76501,,HopelessMoron,Contributor,
50806,1,0,0,76502,,MissHashemi,Contributor,
50807,1,0,0,76503,,chrisgall,Contributor,
50808,1,0,0,76504,,cjrjsmith2013,Contributor,
50809,1,0,0,76505,,CarrieSue,Contributor,
50810,1,0,0,76506,,hippyweezy,Contributor,
50811,1,0,0,76507,,geneanl,Contributor,
50812,1,0,0,76508,,Jessinsme,Contributor,
50813,1,0,0,76509,,ananomouss05,Contributor,
50814,1,0,0,76510,,Leonie1,Contributor,
50815,1,0,0,76511,,rachelsjulia,Contributor,
50816,1,0,0,76512,,morgan_jah,Contributor,
50817,1,0,0,76513,,Defiant,Contributor,
50818,1,0,0,76514,,baddogdgs,Contributor,
50819,1,0,0,76515,,Julie17,Contributor,
50820,1,0,0,76516,,pienk,Contributor,
50821,1,0,0,76517,,danchristy,Contributor,
50822,1,0,0,76518,,kdog1000us,Contributor,
50823,1,0,0,76519,,ksrivat123,Contributor,
50824,1,0,0,76520,,mima2013,Contributor,
50825,1,0,0,76521,,marinerz12,Contributor,
50826,1,0,0,76522,,willycat,Contributor,
50827,1,0,0,76523,,Bedelia,Contributor,
50828,1,0,0,76524,,Davis1997,Contributor,
50829,1,0,0,76525,,redsunflower,Contributor,
50830,1,0,0,76526,,55goal,Contributor,
50831,1,0,0,76527,,jadience,Contributor,
50832,1,0,0,76528,,RandomGuy86,Contributor,
50833,1,0,0,76529,,margoriv,Contributor,
50834,1,0,0,76530,,sabrinawoodford,Contributor,
50835,1,0,0,76531,,1971blueeyes,Contributor,
50836,1,0,0,76532,,MissB_53,Contributor,
50837,1,0,0,76533,,ziptai,Contributor,
50838,1,0,0,76534,,edgewood3023,Contributor,
50839,1,0,0,76535,,JMogle,Contributor,
50840,1,0,6,76536,,michaelsmother1992,Contributor,
50841,1,0,0,76537,,pnba37,Contributor,
50842,1,0,0,76538,,smhug12,Contributor,
50843,1,0,0,76539,,SnowFoSho,Contributor,
50844,1,0,0,76540,,mitch2000,Contributor,
50845,1,1,251,76541,,jeremyashly,Contributor,
50846,1,0,0,76542,,jessicamae827,Contributor,
50847,1,0,0,76543,,zena2226,Contributor,
50848,1,0,0,76544,,MrWondeful,Contributor,
50849,1,0,0,76545,,zonedin,Contributor,
50850,1,0,0,76546,,azbyk,Contributor,
50851,1,0,0,76547,,KathieM,Contributor,
50852,1,0,0,76548,,AmericanGirl1984,Contributor,
50853,1,0,0,76549,,fuerzamom,Contributor,
50854,1,0,0,76550,,lilana0727,Contributor,
50855,1,0,0,76551,,De2013,Contributor,
50856,1,0,0,76552,,paranoidgrl00,Contributor,
50857,1,0,0,76553,,galexander5,Contributor,
50858,1,0,0,76554,,keylolo314,Contributor,
50859,1,0,0,76555,,dallastiff,Contributor,
50860,1,0,0,76556,,CheyTrentZayne,Contributor,
50861,1,0,0,76557,,Groolphite,Contributor,
